Table 1
Global and Hemispheric Mean Aerosol Optical Depth at 550 nm,,,,,
year,/mon , global ,N.Hemis ,S.Hemis,
1850,0.042,0.0044,0.0044,0.0044,
1850,0.125,0.0042,0.0042,0.0042,
1850,0.208,0.0040,0.0040,0.0040,
1850,0.292,0.0039,0.0039,0.0039,
1850,0.375,0.0037,0.0037,0.0037,
1850,0.458,0.0036,0.0036,0.0036,
1850,0.542,0.0034,0.0034,0.0034,
1850,0.625,0.0034,0.0034,0.0034,
1850,0.708,0.0033,0.0033,0.0033,
1850,0.792,0.0032,0.0032,0.0032,
1850,0.875,0.0031,0.0031,0.0031,
1850,0.958,0.0030,0.0030,0.0030,
1851,0.042,0.0030,0.0030,0.0030,
1851,0.125,0.0029,0.0029,0.0029,
1851,0.208,0.0028,0.0028,0.0028,
1851,0.292,0.0027,0.0027,0.0027,
1851,0.375,0.0026,0.0026,0.0026,
1851,0.458,0.0026,0.0026,0.0026,
1851,0.542,0.0025,0.0025,0.0025,
1851,0.625,0.0024,0.0024,0.0024,
1851,0.708,0.0023,0.0023,0.0023,
1851,0.792,0.0022,0.0022,0.0022,
1851,0.875,0.0021,0.0021,0.0021,
1851,0.958,0.0020,0.0020,0.0020,
1852,0.042,0.0019,0.0019,0.0019,
1852,0.125,0.0018,0.0018,0.0018,
1852,0.208,0.0018,0.0018,0.0018,
1852,0.292,0.0017,0.0017,0.0017,
1852,0.375,0.0016,0.0016,0.0016,
1852,0.458,0.0015,0.0015,0.0015,
1852,0.542,0.0014,0.0014,0.0014,
1852,0.625,0.0013,0.0013,0.0013,
1852,0.708,0.0012,0.0012,0.0012,
1852,0.792,0.0011,0.0011,0.0011,
1852,0.875,0.0010,0.0010,0.0010,
1852,0.958,0.0010,0.0010,0.0010,
1853,0.042,0.0009,0.0009,0.0009,
1853,0.125,0.0008,0.0008,0.0008,
1853,0.208,0.0008,0.0008,0.0008,
1853,0.292,0.0007,0.0007,0.0007,
1853,0.375,0.0007,0.0007,0.0007,
1853,0.458,0.0006,0.0006,0.0006,
1853,0.542,0.0006,0.0006,0.0006,
1853,0.625,0.0005,0.0005,0.0005,
1853,0.708,0.0005,0.0005,0.0005,
1853,0.792,0.0005,0.0005,0.0005,
1853,0.875,0.0004,0.0004,0.0004,
1853,0.958,0.0004,0.0004,0.0004,
1854,0.042,0.0004,0.0004,0.0004,
1854,0.125,0.0004,0.0004,0.0004,
1854,0.208,0.0003,0.0003,0.0003,
1854,0.292,0.0003,0.0003,0.0003,
1854,0.375,0.0003,0.0003,0.0003,
1854,0.458,0.0003,0.0003,0.0003,
1854,0.542,0.0003,0.0003,0.0003,
1854,0.625,0.0003,0.0003,0.0003,
1854,0.708,0.0002,0.0002,0.0002,
1854,0.792,0.0002,0.0002,0.0002,
1854,0.875,0.0002,0.0002,0.0002,
1854,0.958,0.0002,0.0002,0.0002,
1855,0.042,0.0002,0.0002,0.0002,
1855,0.125,0.0002,0.0002,0.0002,
1855,0.208,0.0002,0.0002,0.0002,
1855,0.292,0.0002,0.0002,0.0002,
1855,0.375,0.0002,0.0002,0.0002,
1855,0.458,0.0002,0.0002,0.0002,
1855,0.542,0.0002,0.0002,0.0002,
1855,0.625,0.0002,0.0002,0.0002,
1855,0.708,0.0002,0.0002,0.0002,
1855,0.792,0.0029,0.0029,0.0029,
1855,0.875,0.0075,0.0075,0.0075,
1855,0.958,0.0122,0.0122,0.0122,
1856,0.042,0.0168,0.0168,0.0168,
1856,0.125,0.0214,0.0214,0.0214,
1856,0.208,0.0260,0.0260,0.0260,
1856,0.292,0.0306,0.0306,0.0306,
1856,0.375,0.0352,0.0352,0.0352,
1856,0.458,0.0399,0.0399,0.0399,
1856,0.542,0.0433,0.0433,0.0433,
1856,0.625,0.0456,0.0456,0.0456,
1856,0.708,0.0479,0.0479,0.0479,
1856,0.792,0.0501,0.0501,0.0501,
1856,0.875,0.0524,0.0524,0.0524,
1856,0.958,0.0547,0.0547,0.0547,
1857,0.042,0.0570,0.0570,0.0570,
1857,0.125,0.0593,0.0593,0.0593,
1857,0.208,0.0615,0.0615,0.0615,
1857,0.292,0.0638,0.0638,0.0638,
1857,0.375,0.0661,0.0661,0.0661,
1857,0.458,0.0684,0.0684,0.0684,
1857,0.542,0.0675,0.0675,0.0675,
1857,0.625,0.0636,0.0636,0.0636,
1857,0.708,0.0596,0.0596,0.0596,
1857,0.792,0.0557,0.0557,0.0557,
1857,0.875,0.0517,0.0517,0.0517,
1857,0.958,0.0478,0.0478,0.0478,
1858,0.042,0.0440,0.0440,0.0440,
1858,0.125,0.0405,0.0405,0.0405,
1858,0.208,0.0372,0.0372,0.0372,
1858,0.292,0.0343,0.0343,0.0343,
1858,0.375,0.0315,0.0315,0.0315,
1858,0.458,0.0290,0.0290,0.0290,
1858,0.542,0.0267,0.0267,0.0267,
1858,0.625,0.0246,0.0246,0.0246,
1858,0.708,0.0226,0.0226,0.0226,
1858,0.792,0.0208,0.0208,0.0208,
1858,0.875,0.0192,0.0192,0.0192,
1858,0.958,0.0176,0.0176,0.0176,
1859,0.042,0.0162,0.0162,0.0162,
1859,0.125,0.0150,0.0150,0.0150,
1859,0.208,0.0139,0.0139,0.0139,
1859,0.292,0.0130,0.0130,0.0130,
1859,0.375,0.0120,0.0120,0.0120,
1859,0.458,0.0110,0.0110,0.0110,
1859,0.542,0.0103,0.0103,0.0103,
1859,0.625,0.0097,0.0097,0.0097,
1859,0.708,0.0091,0.0091,0.0091,
1859,0.792,0.0086,0.0086,0.0086,
1859,0.875,0.0080,0.0080,0.0080,
1859,0.958,0.0074,0.0074,0.0074,
1860,0.042,0.0069,0.0069,0.0069,
1860,0.125,0.0064,0.0064,0.0064,
1860,0.208,0.0059,0.0059,0.0059,
1860,0.292,0.0054,0.0054,0.0054,
1860,0.375,0.0050,0.0050,0.0050,
1860,0.458,0.0046,0.0046,0.0046,
1860,0.542,0.0042,0.0042,0.0042,
1860,0.625,0.0039,0.0039,0.0039,
1860,0.708,0.0036,0.0036,0.0036,
1860,0.792,0.0033,0.0033,0.0033,
1860,0.875,0.0031,0.0031,0.0031,
1860,0.958,0.0028,0.0028,0.0028,
1861,0.042,0.0026,0.0026,0.0026,
1861,0.125,0.0024,0.0024,0.0024,
1861,0.208,0.0022,0.0022,0.0022,
1861,0.292,0.0020,0.0020,0.0020,
1861,0.375,0.0019,0.0019,0.0019,
1861,0.458,0.0017,0.0017,0.0017,
1861,0.542,0.0016,0.0016,0.0016,
1861,0.625,0.0027,0.0027,0.0027,
1861,0.708,0.0040,0.0040,0.0040,
1861,0.792,0.0053,0.0053,0.0053,
1861,0.875,0.0066,0.0066,0.0066,
1861,0.958,0.0079,0.0079,0.0079,
1862,0.042,0.0092,0.0092,0.0092,
1862,0.125,0.0105,0.0105,0.0105,
1862,0.208,0.0118,0.0118,0.0118,
1862,0.292,0.0132,0.0132,0.0132,
1862,0.375,0.0145,0.0145,0.0145,
1862,0.458,0.0158,0.0158,0.0158,
1862,0.542,0.0162,0.0162,0.0162,
1862,0.625,0.0156,0.0156,0.0156,
1862,0.708,0.0151,0.0151,0.0151,
1862,0.792,0.0145,0.0145,0.0145,
1862,0.875,0.0140,0.0140,0.0140,
1862,0.958,0.0135,0.0135,0.0135,
1863,0.042,0.0129,0.0129,0.0129,
1863,0.125,0.0124,0.0124,0.0124,
1863,0.208,0.0118,0.0118,0.0118,
1863,0.292,0.0113,0.0113,0.0113,
1863,0.375,0.0107,0.0107,0.0107,
1863,0.458,0.0102,0.0102,0.0102,
1863,0.542,0.0097,0.0097,0.0097,
1863,0.625,0.0092,0.0092,0.0092,
1863,0.708,0.0087,0.0087,0.0087,
1863,0.792,0.0082,0.0082,0.0082,
1863,0.875,0.0078,0.0078,0.0078,
1863,0.958,0.0073,0.0073,0.0073,
1864,0.042,0.0068,0.0068,0.0068,
1864,0.125,0.0063,0.0063,0.0063,
1864,0.208,0.0058,0.0058,0.0058,
1864,0.292,0.0054,0.0054,0.0054,
1864,0.375,0.0050,0.0050,0.0050,
1864,0.458,0.0046,0.0046,0.0046,
1864,0.542,0.0042,0.0042,0.0042,
1864,0.625,0.0039,0.0039,0.0039,
1864,0.708,0.0037,0.0037,0.0037,
1864,0.792,0.0035,0.0035,0.0035,
1864,0.875,0.0033,0.0033,0.0033,
1864,0.958,0.0031,0.0031,0.0031,
1865,0.042,0.0029,0.0029,0.0029,
1865,0.125,0.0027,0.0027,0.0027,
1865,0.208,0.0025,0.0025,0.0025,
1865,0.292,0.0023,0.0023,0.0023,
1865,0.375,0.0022,0.0022,0.0022,
1865,0.458,0.0020,0.0020,0.0020,
1865,0.542,0.0019,0.0019,0.0019,
1865,0.625,0.0017,0.0017,0.0017,
1865,0.708,0.0016,0.0016,0.0016,
1865,0.792,0.0015,0.0015,0.0015,
1865,0.875,0.0014,0.0014,0.0014,
1865,0.958,0.0013,0.0013,0.0013,
1866,0.042,0.0012,0.0012,0.0012,
1866,0.125,0.0011,0.0011,0.0011,
1866,0.208,0.0010,0.0010,0.0010,
1866,0.292,0.0010,0.0010,0.0010,
1866,0.375,0.0009,0.0009,0.0009,
1866,0.458,0.0008,0.0008,0.0008,
1866,0.542,0.0008,0.0008,0.0008,
1866,0.625,0.0007,0.0007,0.0007,
1866,0.708,0.0007,0.0007,0.0007,
1866,0.792,0.0006,0.0006,0.0006,
1866,0.875,0.0006,0.0006,0.0006,
1866,0.958,0.0005,0.0005,0.0005,
1867,0.042,0.0005,0.0005,0.0005,
1867,0.125,0.0005,0.0005,0.0005,
1867,0.208,0.0004,0.0004,0.0004,
1867,0.292,0.0004,0.0004,0.0004,
1867,0.375,0.0004,0.0004,0.0004,
1867,0.458,0.0004,0.0004,0.0004,
1867,0.542,0.0003,0.0003,0.0003,
1867,0.625,0.0003,0.0003,0.0003,
1867,0.708,0.0003,0.0003,0.0003,
1867,0.792,0.0003,0.0003,0.0003,
1867,0.875,0.0003,0.0003,0.0003,
1867,0.958,0.0003,0.0003,0.0003,
1868,0.042,0.0002,0.0002,0.0002,
1868,0.125,0.0002,0.0002,0.0002,
1868,0.208,0.0002,0.0002,0.0002,
1868,0.292,0.0002,0.0002,0.0002,
1868,0.375,0.0002,0.0002,0.0002,
1868,0.458,0.0002,0.0002,0.0002,
1868,0.542,0.0002,0.0002,0.0002,
1868,0.625,0.0002,0.0002,0.0002,
1868,0.708,0.0002,0.0002,0.0002,
1868,0.792,0.0002,0.0002,0.0002,
1868,0.875,0.0002,0.0002,0.0002,
1868,0.958,0.0003,0.0003,0.0003,
1869,0.042,0.0003,0.0003,0.0003,
1869,0.125,0.0004,0.0004,0.0004,
1869,0.208,0.0005,0.0005,0.0005,
1869,0.292,0.0005,0.0005,0.0005,
1869,0.375,0.0006,0.0006,0.0006,
1869,0.458,0.0007,0.0007,0.0007,
1869,0.542,0.0007,0.0007,0.0007,
1869,0.625,0.0007,0.0007,0.0007,
1869,0.708,0.0007,0.0007,0.0007,
1869,0.792,0.0007,0.0007,0.0007,
1869,0.875,0.0007,0.0007,0.0007,
1869,0.958,0.0007,0.0007,0.0007,
1870,0.042,0.0007,0.0007,0.0007,
1870,0.125,0.0006,0.0006,0.0006,
1870,0.208,0.0006,0.0006,0.0006,
1870,0.292,0.0006,0.0006,0.0006,
1870,0.375,0.0006,0.0006,0.0006,
1870,0.458,0.0006,0.0006,0.0006,
1870,0.542,0.0006,0.0006,0.0006,
1870,0.625,0.0006,0.0006,0.0006,
1870,0.708,0.0006,0.0006,0.0006,
1870,0.792,0.0006,0.0006,0.0006,
1870,0.875,0.0006,0.0006,0.0006,
1870,0.958,0.0006,0.0006,0.0006,
1871,0.042,0.0006,0.0006,0.0006,
1871,0.125,0.0006,0.0006,0.0006,
1871,0.208,0.0005,0.0005,0.0005,
1871,0.292,0.0005,0.0005,0.0005,
1871,0.375,0.0005,0.0005,0.0005,
1871,0.458,0.0005,0.0005,0.0005,
1871,0.542,0.0005,0.0005,0.0005,
1871,0.625,0.0006,0.0006,0.0006,
1871,0.708,0.0006,0.0006,0.0006,
1871,0.792,0.0007,0.0007,0.0007,
1871,0.875,0.0007,0.0007,0.0007,
1871,0.958,0.0008,0.0008,0.0008,
1872,0.042,0.0008,0.0008,0.0008,
1872,0.125,0.0009,0.0009,0.0009,
1872,0.208,0.0009,0.0009,0.0009,
1872,0.292,0.0010,0.0010,0.0010,
1872,0.375,0.0010,0.0010,0.0010,
1872,0.458,0.0010,0.0010,0.0010,
1872,0.542,0.0012,0.0012,0.0012,
1872,0.625,0.0014,0.0014,0.0014,
1872,0.708,0.0016,0.0016,0.0016,
1872,0.792,0.0018,0.0018,0.0018,
1872,0.875,0.0020,0.0020,0.0020,
1872,0.958,0.0022,0.0022,0.0022,
1873,0.042,0.0024,0.0024,0.0024,
1873,0.125,0.0026,0.0026,0.0026,
1873,0.208,0.0028,0.0028,0.0028,
1873,0.292,0.0030,0.0030,0.0030,
1873,0.375,0.0032,0.0032,0.0032,
1873,0.458,0.0034,0.0034,0.0034,
1873,0.542,0.0034,0.0034,0.0034,
1873,0.625,0.0033,0.0033,0.0033,
1873,0.708,0.0032,0.0032,0.0032,
1873,0.792,0.0031,0.0031,0.0031,
1873,0.875,0.0029,0.0029,0.0029,
1873,0.958,0.0028,0.0028,0.0028,
1874,0.042,0.0027,0.0027,0.0027,
1874,0.125,0.0025,0.0025,0.0025,
1874,0.208,0.0024,0.0024,0.0024,
1874,0.292,0.0023,0.0023,0.0023,
1874,0.375,0.0022,0.0022,0.0022,
1874,0.458,0.0020,0.0020,0.0020,
1874,0.542,0.0019,0.0019,0.0019,
1874,0.625,0.0017,0.0017,0.0017,
1874,0.708,0.0016,0.0016,0.0016,
1874,0.792,0.0015,0.0015,0.0015,
1874,0.875,0.0014,0.0014,0.0014,
1874,0.958,0.0013,0.0013,0.0013,
1875,0.042,0.0012,0.0012,0.0012,
1875,0.125,0.0011,0.0011,0.0011,
1875,0.208,0.0010,0.0010,0.0010,
1875,0.292,0.0009,0.0009,0.0009,
1875,0.375,0.0009,0.0009,0.0009,
1875,0.458,0.0008,0.0008,0.0008,
1875,0.542,0.0008,0.0008,0.0008,
1875,0.625,0.0007,0.0007,0.0007,
1875,0.708,0.0010,0.0014,0.0007,
1875,0.792,0.0017,0.0028,0.0006,
1875,0.875,0.0024,0.0042,0.0006,
1875,0.958,0.0030,0.0055,0.0005,
1876,0.042,0.0037,0.0070,0.0005,
1876,0.125,0.0044,0.0084,0.0005,
1876,0.208,0.0051,0.0098,0.0004,
1876,0.292,0.0058,0.0112,0.0004,
1876,0.375,0.0065,0.0126,0.0004,
1876,0.458,0.0072,0.0140,0.0004,
1876,0.542,0.0074,0.0145,0.0003,
1876,0.625,0.0072,0.0142,0.0003,
1876,0.708,0.0070,0.0138,0.0003,
1876,0.792,0.0069,0.0135,0.0003,
1876,0.875,0.0067,0.0131,0.0003,
1876,0.958,0.0065,0.0127,0.0003,
1877,0.042,0.0063,0.0124,0.0002,
1877,0.125,0.0061,0.0120,0.0002,
1877,0.208,0.0059,0.0116,0.0002,
1877,0.292,0.0057,0.0113,0.0002,
1877,0.375,0.0056,0.0110,0.0002,
1877,0.458,0.0054,0.0106,0.0002,
1877,0.542,0.0052,0.0102,0.0002,
1877,0.625,0.0050,0.0099,0.0002,
1877,0.708,0.0048,0.0095,0.0002,
1877,0.792,0.0046,0.0091,0.0002,
1877,0.875,0.0044,0.0087,0.0002,
1877,0.958,0.0042,0.0083,0.0002,
1878,0.042,0.0040,0.0079,0.0002,
1878,0.125,0.0039,0.0075,0.0002,
1878,0.208,0.0037,0.0071,0.0002,
1878,0.292,0.0035,0.0067,0.0002,
1878,0.375,0.0033,0.0063,0.0002,
1878,0.458,0.0031,0.0060,0.0002,
1878,0.542,0.0029,0.0057,0.0002,
1878,0.625,0.0029,0.0055,0.0002,
1878,0.708,0.0028,0.0053,0.0002,
1878,0.792,0.0027,0.0052,0.0002,
1878,0.875,0.0026,0.0050,0.0002,
1878,0.958,0.0025,0.0049,0.0002,
1879,0.042,0.0024,0.0047,0.0002,
1879,0.125,0.0024,0.0045,0.0002,
1879,0.208,0.0023,0.0044,0.0002,
1879,0.292,0.0022,0.0042,0.0002,
1879,0.375,0.0021,0.0040,0.0002,
1879,0.458,0.0020,0.0039,0.0002,
1879,0.542,0.0020,0.0037,0.0002,
1879,0.625,0.0019,0.0036,0.0002,
1879,0.708,0.0018,0.0034,0.0002,
1879,0.792,0.0017,0.0033,0.0002,
1879,0.875,0.0016,0.0031,0.0002,
1879,0.958,0.0016,0.0029,0.0002,
1880,0.042,0.0015,0.0028,0.0002,
1880,0.125,0.0014,0.0027,0.0002,
1880,0.208,0.0014,0.0025,0.0002,
1880,0.292,0.0013,0.0024,0.0002,
1880,0.375,0.0012,0.0022,0.0002,
1880,0.458,0.0011,0.0021,0.0002,
1880,0.542,0.0011,0.0019,0.0002,
1880,0.625,0.0010,0.0018,0.0002,
1880,0.708,0.0010,0.0018,0.0002,
1880,0.792,0.0009,0.0017,0.0002,
1880,0.875,0.0009,0.0016,0.0002,
1880,0.958,0.0009,0.0015,0.0002,
1881,0.042,0.0008,0.0014,0.0002,
1881,0.125,0.0008,0.0014,0.0002,
1881,0.208,0.0008,0.0013,0.0002,
1881,0.292,0.0007,0.0012,0.0002,
1881,0.375,0.0007,0.0011,0.0002,
1881,0.458,0.0006,0.0011,0.0002,
1881,0.542,0.0006,0.0010,0.0002,
1881,0.625,0.0006,0.0010,0.0002,
1881,0.708,0.0006,0.0010,0.0002,
1881,0.792,0.0006,0.0010,0.0002,
1881,0.875,0.0006,0.0010,0.0002,
1881,0.958,0.0006,0.0010,0.0002,
1882,0.042,0.0006,0.0010,0.0002,
1882,0.125,0.0006,0.0010,0.0002,
1882,0.208,0.0006,0.0010,0.0002,
1882,0.292,0.0006,0.0009,0.0002,
1882,0.375,0.0006,0.0009,0.0002,
1882,0.458,0.0006,0.0009,0.0002,
1882,0.542,0.0006,0.0009,0.0002,
1882,0.625,0.0006,0.0009,0.0002,
1882,0.708,0.0006,0.0009,0.0002,
1882,0.792,0.0005,0.0009,0.0002,
1882,0.875,0.0005,0.0009,0.0002,
1882,0.958,0.0005,0.0008,0.0002,
1883,0.042,0.0291,0.0291,0.0291,
1883,0.125,0.0328,0.0328,0.0328,
1883,0.208,0.0302,0.0302,0.0302,
1883,0.292,0.0278,0.0278,0.0278,
1883,0.375,0.0255,0.0255,0.0255,
1883,0.458,0.0235,0.0235,0.0235,
1883,0.542,0.0216,0.0216,0.0216,
1883,0.625,0.0197,0.0168,0.0226,
1883,0.708,0.0415,0.0388,0.0442,
1883,0.792,0.0781,0.0826,0.0735,
1883,0.875,0.1060,0.1066,0.1053,
1883,0.958,0.1317,0.1328,0.1305,
1884,0.042,0.1518,0.1628,0.1409,
1884,0.125,0.1523,0.1432,0.1615,
1884,0.208,0.1631,0.1472,0.1790,
1884,0.292,0.1644,0.1427,0.1860,
1884,0.375,0.1570,0.1397,0.1744,
1884,0.458,0.1525,0.1448,0.1601,
1884,0.542,0.1516,0.1466,0.1566,
1884,0.625,0.1392,0.1465,0.1319,
1884,0.708,0.1350,0.1430,0.1271,
1884,0.792,0.1255,0.1335,0.1174,
1884,0.875,0.1149,0.1174,0.1123,
1884,0.958,0.1076,0.1080,0.1072,
1885,0.042,0.1009,0.1013,0.1005,
1885,0.125,0.0872,0.0839,0.0905,
1885,0.208,0.0817,0.0776,0.0858,
1885,0.292,0.0727,0.0697,0.0757,
1885,0.375,0.0668,0.0656,0.0681,
1885,0.458,0.0615,0.0611,0.0618,
1885,0.542,0.0577,0.0610,0.0544,
1885,0.625,0.0530,0.0590,0.0469,
1885,0.708,0.0490,0.0578,0.0402,
1885,0.792,0.0468,0.0544,0.0391,
1885,0.875,0.0433,0.0491,0.0375,
1885,0.958,0.0413,0.0470,0.0356,
1886,0.042,0.0385,0.0432,0.0338,
1886,0.125,0.0343,0.0363,0.0323,
1886,0.208,0.0313,0.0320,0.0307,
1886,0.292,0.0291,0.0295,0.0288,
1886,0.375,0.0261,0.0264,0.0259,
1886,0.458,0.0239,0.0238,0.0241,
1886,0.542,0.0225,0.0239,0.0212,
1886,0.625,0.0203,0.0225,0.0181,
1886,0.708,0.0197,0.0229,0.0166,
1886,0.792,0.0692,0.0692,0.0692,
1886,0.875,0.0637,0.0637,0.0637,
1886,0.958,0.0586,0.0586,0.0586,
1887,0.042,0.0539,0.0539,0.0539,
1887,0.125,0.0496,0.0496,0.0496,
1887,0.208,0.0457,0.0457,0.0457,
1887,0.292,0.0420,0.0420,0.0420,
1887,0.375,0.0387,0.0387,0.0387,
1887,0.458,0.0356,0.0356,0.0356,
1887,0.542,0.0328,0.0328,0.0328,
1887,0.625,0.0345,0.0345,0.0345,
1887,0.708,0.0317,0.0317,0.0317,
1887,0.792,0.0292,0.0292,0.0292,
1887,0.875,0.0269,0.0269,0.0269,
1887,0.958,0.0247,0.0247,0.0247,
1888,0.042,0.0228,0.0228,0.0228,
1888,0.125,0.0210,0.0210,0.0210,
1888,0.208,0.0193,0.0193,0.0193,
1888,0.292,0.0178,0.0178,0.0178,
1888,0.375,0.0163,0.0163,0.0163,
1888,0.458,0.0110,0.0122,0.0098,
1888,0.542,0.0130,0.0144,0.0116,
1888,0.625,0.0149,0.0166,0.0133,
1888,0.708,0.0222,0.0247,0.0198,
1888,0.792,0.0296,0.0328,0.0263,
1888,0.875,0.0368,0.0409,0.0328,
1888,0.958,0.0376,0.0418,0.0335,
1889,0.042,0.0385,0.0427,0.0343,
1889,0.125,0.0393,0.0435,0.0350,
1889,0.208,0.0361,0.0401,0.0322,
1889,0.292,0.0332,0.0369,0.0296,
1889,0.375,0.0306,0.0339,0.0272,
1889,0.458,0.0282,0.0312,0.0251,
1889,0.542,0.0259,0.0288,0.0231,
1889,0.625,0.0238,0.0265,0.0212,
1889,0.708,0.0219,0.0244,0.0195,
1889,0.792,0.0202,0.0224,0.0180,
1889,0.875,0.0191,0.0212,0.0170,
1889,0.958,0.0256,0.0284,0.0228,
1890,0.042,0.0321,0.0357,0.0286,
1890,0.125,0.0387,0.0429,0.0344,
1890,0.208,0.0418,0.0464,0.0372,
1890,0.292,0.0450,0.0499,0.0401,
1890,0.375,0.0482,0.0534,0.0429,
1890,0.458,0.0443,0.0491,0.0395,
1890,0.542,0.0408,0.0452,0.0363,
1890,0.625,0.0375,0.0416,0.0334,
1890,0.708,0.0345,0.0383,0.0307,
1890,0.792,0.0331,0.0379,0.0283,
1890,0.875,0.0359,0.0457,0.0260,
1890,0.958,0.0376,0.0511,0.0240,
1891,0.042,0.0398,0.0576,0.0221,
1891,0.125,0.0422,0.0640,0.0203,
1891,0.208,0.0388,0.0589,0.0187,
1891,0.292,0.0357,0.0542,0.0172,
1891,0.375,0.0328,0.0499,0.0158,
1891,0.458,0.0303,0.0459,0.0146,
1891,0.542,0.0278,0.0423,0.0134,
1891,0.625,0.0256,0.0389,0.0124,
1891,0.708,0.0236,0.0358,0.0114,
1891,0.792,0.0217,0.0329,0.0105,
1891,0.875,0.0206,0.0316,0.0096,
1891,0.958,0.0208,0.0327,0.0089,
1892,0.042,0.0210,0.0338,0.0082,
1892,0.125,0.0212,0.0350,0.0075,
1892,0.208,0.0234,0.0399,0.0069,
1892,0.292,0.0255,0.0446,0.0064,
1892,0.375,0.0277,0.0495,0.0059,
1892,0.458,0.0255,0.0455,0.0054,
1892,0.542,0.0235,0.0419,0.0050,
1892,0.625,0.0216,0.0386,0.0046,
1892,0.708,0.0199,0.0355,0.0042,
1892,0.792,0.0183,0.0326,0.0039,
1892,0.875,0.0168,0.0301,0.0036,
1892,0.958,0.0155,0.0277,0.0033,
1893,0.042,0.0143,0.0254,0.0031,
1893,0.125,0.0131,0.0234,0.0028,
1893,0.208,0.0121,0.0216,0.0026,
1893,0.292,0.0111,0.0199,0.0024,
1893,0.375,0.0102,0.0183,0.0022,
1893,0.458,0.0095,0.0168,0.0021,
1893,0.542,0.0087,0.0155,0.0019,
1893,0.625,0.0080,0.0143,0.0018,
1893,0.708,0.0074,0.0131,0.0016,
1893,0.792,0.0068,0.0121,0.0015,
1893,0.875,0.0063,0.0111,0.0014,
1893,0.958,0.0058,0.0102,0.0013,
1894,0.042,0.0053,0.0094,0.0012,
1894,0.125,0.0049,0.0086,0.0011,
1894,0.208,0.0045,0.0080,0.0010,
1894,0.292,0.0042,0.0074,0.0010,
1894,0.375,0.0038,0.0068,0.0009,
1894,0.458,0.0035,0.0063,0.0008,
1894,0.542,0.0033,0.0057,0.0008,
1894,0.625,0.0030,0.0053,0.0007,
1894,0.708,0.0028,0.0049,0.0007,
1894,0.792,0.0025,0.0045,0.0006,
1894,0.875,0.0024,0.0041,0.0006,
1894,0.958,0.0022,0.0039,0.0005,
1895,0.042,0.0020,0.0036,0.0005,
1895,0.125,0.0019,0.0033,0.0005,
1895,0.208,0.0017,0.0030,0.0004,
1895,0.292,0.0016,0.0028,0.0004,
1895,0.375,0.0015,0.0026,0.0004,
1895,0.458,0.0014,0.0024,0.0004,
1895,0.542,0.0012,0.0022,0.0003,
1895,0.625,0.0012,0.0020,0.0003,
1895,0.708,0.0011,0.0019,0.0003,
1895,0.792,0.0010,0.0017,0.0003,
1895,0.875,0.0009,0.0016,0.0003,
1895,0.958,0.0009,0.0014,0.0003,
1896,0.042,0.0063,0.0006,0.0120,
1896,0.125,0.0058,0.0006,0.0111,
1896,0.208,0.0071,0.0005,0.0136,
1896,0.292,0.0134,0.0005,0.0262,
1896,0.375,0.0197,0.0005,0.0388,
1896,0.458,0.0225,0.0004,0.0445,
1896,0.542,0.0252,0.0004,0.0501,
1896,0.625,0.0280,0.0004,0.0557,
1896,0.708,0.0258,0.0004,0.0512,
1896,0.792,0.0237,0.0003,0.0471,
1896,0.875,0.0218,0.0003,0.0434,
1896,0.958,0.0201,0.0003,0.0400,
1897,0.042,0.0185,0.0003,0.0368,
1897,0.125,0.0171,0.0003,0.0338,
1897,0.208,0.0157,0.0003,0.0311,
1897,0.292,0.0144,0.0002,0.0286,
1897,0.375,0.0138,0.0002,0.0275,
1897,0.458,0.0143,0.0002,0.0285,
1897,0.542,0.0148,0.0002,0.0294,
1897,0.625,0.0153,0.0002,0.0304,
1897,0.708,0.0174,0.0002,0.0346,
1897,0.792,0.0195,0.0002,0.0388,
1897,0.875,0.0216,0.0002,0.0431,
1897,0.958,0.0199,0.0002,0.0396,
1898,0.042,0.0183,0.0002,0.0365,
1898,0.125,0.0169,0.0002,0.0336,
1898,0.208,0.0155,0.0002,0.0309,
1898,0.292,0.0143,0.0002,0.0284,
1898,0.375,0.0132,0.0002,0.0262,
1898,0.458,0.0121,0.0002,0.0241,
1898,0.542,0.0112,0.0002,0.0222,
1898,0.625,0.0103,0.0002,0.0204,
1898,0.708,0.0095,0.0002,0.0188,
1898,0.792,0.0087,0.0002,0.0173,
1898,0.875,0.0080,0.0002,0.0159,
1898,0.958,0.0074,0.0002,0.0146,
1899,0.042,0.0069,0.0002,0.0135,
1899,0.125,0.0063,0.0002,0.0124,
1899,0.208,0.0058,0.0002,0.0115,
1899,0.292,0.0054,0.0002,0.0106,
1899,0.375,0.0049,0.0002,0.0097,
1899,0.458,0.0046,0.0002,0.0089,
1899,0.542,0.0042,0.0002,0.0082,
1899,0.625,0.0039,0.0002,0.0076,
1899,0.708,0.0036,0.0002,0.0070,
1899,0.792,0.0033,0.0002,0.0064,
1899,0.875,0.0030,0.0002,0.0059,
1899,0.958,0.0028,0.0002,0.0054,
1900,0.042,0.0026,0.0002,0.0050,
1900,0.125,0.0024,0.0002,0.0046,
1900,0.208,0.0022,0.0002,0.0042,
1900,0.292,0.0021,0.0002,0.0039,
1900,0.375,0.0019,0.0002,0.0037,
